item_id,construction_type_T1,construction_type_T2,mapping_direction_T1,mapping_direction_T2,source_domain_T1,source_domain_T2,target_domain_T1,target_domain_T2,domain_pair_T1,domain_pair_T2,link_type_T1,link_type_T2,inter_construction_links_T1,inter_construction_links_T2,function_in_network_T1,function_in_network_T2,prototype_distance_T1,prototype_distance_T2,cognitive_stage_T1,cognitive_stage_T2,metaphor_type_T1,metaphor_type_T2,semantic_category_T1,semantic_category_T2,copula_type_T1,copula_type_T2,complement_type_T1,complement_type_T2,modality_marker_T1,modality_marker_T2,negation_marker_T1,negation_marker_T2,genre_T1,genre_T2,cognitive_accessibility_T1,cognitive_accessibility_T2,conceptual_complexity_T1,conceptual_complexity_T2,embodied_experience_T1,embodied_experience_T2,cultural_specificity_T1,cultural_specificity_T2,mapping_transparency_T1,mapping_transparency_T2,conventionality_T1,conventionality_T2,productivity_T1,productivity_T2,systematicity_T1,systematicity_T2,entrenchment_T1,entrenchment_T2,reference_point_salience_T1,reference_point_salience_T2,dominion_scope_T1,dominion_scope_T2,mental_contact_T1,mental_contact_T2,target_activation_T1,target_activation_T2,imageability_T1,imageability_T2,emotional_valence_T1,emotional_valence_T2,information_structure_T1,information_structure_T2
106,11,11,具体-具体,具体-具体,感知,心理,事件,事件,22,22,实例,实例,无,有,核心,核心,边缘,边缘,阶段3,阶段3,方位隐喻,方位隐喻,5,5,像,像,名词性,名词性,有,无,无,无,新闻,新闻,1.7,1.7,3.6,3.4,4.0,3.8,3.7,4.0,4.2,4.0,4.1,4.1,3.7,3.5,2.3,1.9,1.8,2.3,3.4,3.6,1.7,1.7,3.3,3.3,3.4,3.5,2.4,2.6,3.2,3.2,4.1,4.1
107,6,6,抽象-抽象,抽象-抽象,人体,人体,抽象概念,抽象概念,22,22,实例,实例,无,无,核心,核心,核心,核心,阶段2,阶段2,结构隐喻,结构隐喻,5,5,像,变成,形容词性,形容词性,有,有,无,无,对话,对话,2.3,2.5,3.2,2.5,2.7,2.7,3.7,3.3,3.2,3.0,2.9,3.1,3.1,3.3,3.3,3.1,4.2,4.0,4.4,4.4,3.5,3.6,4.2,4.0,3.8,3.9,3.0,2.9,1.3,1.6,3.0,3.1
108,8,7,抽象-抽象,抽象-抽象,物体,物体,品质,品质,22,2,子部分,子部分,有,有,边缘,边缘,核心,中间,阶段3,阶段3,结构隐喻,结构隐喻,1,1,算,算,形容词性,形容词性,有,有,有,有,对话,文学,4.1,3.8,2.0,2.3,2.4,2.4,1.7,1.8,3.8,3.7,2.0,1.7,3.8,3.5,1.5,1.8,3.9,4.1,1.7,1.8,1.9,1.9,3.0,3.0,2.9,2.8,2.8,2.5,2.9,2.8,3.8,3.9
109,4,4,抽象-具体,抽象-具体,社会,社会,社会角色,社会角色,21,21,子部分,子部分,有,有,桥接,桥接,中间,中间,阶段1,阶段1,本体隐喻,结构隐喻,9,9,是,是,介词短语,介词短语,无,无,无,有,网络,网络,2.8,2.8,2.6,2.9,1.6,1.4,3.4,3.5,3.0,2.7,4.5,4.2,2.9,2.4,4.0,3.9,1.8,2.0,3.2,3.3,4.1,4.0,1.9,1.7,3.3,3.0,3.6,3.7,2.9,2.9,3.1,3.2
110,8,1,具体-具体,具体-具体,运动,运动,社会角色,社会角色,7,7,隐喻扩展,隐喻扩展,有,有,边缘,边缘,中间,中间,阶段2,阶段2,方位隐喻,方位隐喻,6,6,算,算,介词短语,介词短语,无,无,无,无,学术,学术,2.5,2.0,3.9,4.1,3.8,3.8,4.3,3.9,3.9,3.7,2.7,2.5,3.2,3.3,2.7,2.4,3.1,3.0,3.6,3.5,3.2,3.1,3.2,3.1,4.2,3.9,1.9,1.5,1.7,1.8,2.4,2.0
111,8,8,抽象-具体,抽象-具体,自然,自然,状态,状态,20,1,实例,隐喻扩展,无,无,边缘,边缘,核心,核心,阶段3,阶段3,结构隐喻,结构隐喻,6,6,为,为,名词性,名词性,无,无,有,有,新闻,新闻,3.0,3.1,3.0,3.2,2.4,2.4,2.1,1.8,3.4,3.2,2.0,2.1,1.5,1.8,3.1,3.1,1.8,2.2,2.0,2.0,4.5,4.3,3.1,2.7,2.3,1.9,3.9,3.4,3.7,3.6,2.9,2.9
112,11,11,抽象-抽象,抽象-抽象,物体,物体,抽象概念,抽象概念,18,18,子部分,子部分,无,无,桥接,桥接,边缘,边缘,阶段4,阶段4,结构隐喻,结构隐喻,1,1,变成,变成,动词性,动词性,无,无,无,无,学术,学术,2.6,2.5,4.7,4.4,3.1,3.2,1.6,1.8,4.0,4.2,3.2,3.3,2.1,1.9,2.3,2.1,1.6,1.7,3.5,3.8,2.9,2.8,3.4,3.6,2.0,2.0,3.8,3.9,2.9,2.9,2.8,2.5
113,10,10,具体-具体,具体-具体,运动,运动,社会角色,社会角色,17,17,多义,多义,无,无,桥接,核心,中间,核心,阶段4,阶段4,方位隐喻,方位隐喻,1,1,算,算,介词短语,介词短语,有,有,无,无,网络,网络,2.2,2.5,3.9,4.0,1.7,2.0,1.5,1.7,2.6,2.5,2.8,3.1,3.8,4.1,1.7,1.6,3.1,3.1,3.0,3.1,4.5,4.6,2.5,2.6,2.6,2.3,1.8,2.0,1.7,2.0,4.7,4.5
114,10,10,具体-抽象,具体-抽象,人体,人体,事件,事件,12,12,实例,实例,有,无,核心,核心,中间,中间,阶段3,阶段2,本体隐喻,本体隐喻,7,7,像,像,形容词性,形容词性,无,有,有,有,对话,对话,4.0,4.0,4.0,3.8,1.5,1.7,1.4,1.7,4.2,4.0,2.3,2.5,3.4,3.5,4.4,4.2,3.2,3.3,2.6,2.5,3.3,3.2,2.5,2.5,2.3,2.2,2.2,2.0,2.5,2.4,3.0,3.0
115,8,8,具体-抽象,具体-抽象,感知,物体,关系,关系,22,22,实例,实例,无,有,边缘,边缘,边缘,边缘,阶段2,阶段4,结构隐喻,结构隐喻,2,2,变成,变成,形容词性,形容词性,有,有,有,有,网络,网络,4.0,4.2,3.9,3.8,3.8,3.7,1.6,1.4,4.0,4.1,3.6,3.7,3.9,4.2,4.0,4.2,2.9,2.8,2.5,2.4,2.0,1.8,4.4,4.4,4.2,4.3,1.5,1.6,3.1,2.8,1.7,1.8
116,11,11,抽象-具体,抽象-具体,感知,感知,关系,关系,6,6,多义,多义,有,有,边缘,核心,边缘,边缘,阶段1,阶段1,本体隐喻,结构隐喻,5,7,算,算,动词性,动词性,无,无,无,无,文学,文学,2.6,2.9,2.8,2.6,2.7,2.4,4.0,3.6,2.6,2.7,2.2,2.6,3.3,3.2,2.5,2.4,4.0,4.0,2.8,2.6,3.2,2.9,4.6,4.7,1.6,1.7,3.8,3.8,4.0,4.1,3.4,3.2
117,10,10,具体-抽象,具体-抽象,感知,感知,品质,品质,5,5,实例,实例,有,有,核心,核心,核心,核心,阶段1,阶段1,结构隐喻,结构隐喻,8,8,像,像,介词短语,介词短语,有,有,无,有,网络,网络,3.4,3.4,4.0,4.0,2.3,2.3,3.7,3.6,4.4,3.9,2.7,2.6,2.9,2.6,1.8,1.9,2.3,2.2,3.8,3.8,1.5,1.7,4.0,4.2,1.5,1.8,1.7,1.6,2.9,3.1,3.2,3.4
118,8,8,抽象-抽象,抽象-抽象,心理,空间,品质,情感,8,8,隐喻扩展,隐喻扩展,有,有,桥接,桥接,核心,核心,阶段4,阶段4,本体隐喻,本体隐喻,1,1,成为,成为,介词短语,介词短语,无,无,有,有,学术,学术,3.7,3.5,3.3,3.2,2.2,2.5,4.6,4.5,3.2,3.2,3.7,3.5,3.7,3.8,3.1,2.9,4.5,4.1,4.6,4.4,3.1,2.8,2.7,2.6,4.3,4.3,4.0,4.1,4.3,4.1,3.2,3.1
119,2,2,抽象-抽象,抽象-抽象,人体,人体,状态,状态,21,21,子部分,子部分,无,无,桥接,桥接,中间,核心,阶段4,阶段4,方位隐喻,本体隐喻,8,8,变成,变成,形容词性,形容词性,有,有,无,无,对话,对话,3.5,3.7,2.4,2.2,2.0,2.0,2.5,2.5,2.6,2.3,3.2,3.1,1.8,1.7,3.0,3.1,3.1,3.4,3.5,3.5,3.6,3.7,3.9,3.9,2.6,2.5,3.1,3.1,3.9,3.7,2.2,2.4
120,12,12,具体-抽象,具体-抽象,社会,社会,品质,品质,16,16,多义,隐喻扩展,有,有,边缘,边缘,中间,中间,阶段2,阶段2,本体隐喻,本体隐喻,4,4,为,为,形容词性,形容词性,无,无,有,有,网络,网络,2.3,2.5,1.8,2.1,1.8,1.7,3.3,3.9,2.3,2.3,2.4,2.5,3.5,3.3,3.3,3.0,3.0,3.5,2.2,2.3,2.0,1.9,4.3,4.5,2.9,3.1,2.2,2.1,3.5,3.4,2.0,2.4
121,7,7,具体-具体,具体-具体,心理,心理,事件,状态,9,22,多义,多义,有,有,核心,核心,中间,中间,阶段3,阶段3,方位隐喻,方位隐喻,1,1,算,算,介词短语,形容词性,无,无,有,有,对话,对话,3.6,3.5,3.2,3.0,2.2,1.9,3.1,2.7,1.7,1.9,4.2,4.4,3.4,3.1,4.3,4.1,3.0,2.9,2.0,2.0,2.0,2.0,4.3,4.6,3.3,3.3,2.0,1.8,3.1,3.5,2.0,1.9
122,12,12,具体-抽象,具体-抽象,人体,社会,社会角色,社会角色,20,20,多义,多义,有,有,桥接,桥接,边缘,边缘,阶段4,阶段4,方位隐喻,方位隐喻,8,8,是,是,形容词性,形容词性,有,有,无,无,学术,学术,4.2,4.2,3.3,3.1,3.9,3.8,3.3,3.3,1.6,1.8,3.6,3.6,1.5,1.7,3.5,3.4,2.2,2.2,1.8,1.7,3.9,3.7,2.2,2.3,4.0,4.0,1.8,1.8,3.6,3.5,1.9,1.8
123,1,1,具体-抽象,具体-具体,心理,心理,品质,品质,15,15,多义,多义,有,有,桥接,桥接,核心,核心,阶段2,阶段2,方位隐喻,方位隐喻,3,2,为,为,形容词性,形容词性,有,无,有,有,网络,网络,2.0,1.4,2.2,2.5,4.4,4.5,2.8,2.8,3.7,3.8,2.5,2.4,2.5,2.9,3.3,3.2,2.3,2.6,3.1,3.2,2.3,2.4,2.1,2.1,3.6,3.7,2.3,2.2,2.8,2.9,2.7,2.6
124,2,2,抽象-抽象,抽象-抽象,自然,自然,社会角色,社会角色,11,11,子部分,子部分,无,无,边缘,核心,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,7,3,为,为,名词性,名词性,无,无,无,无,新闻,新闻,1.7,1.7,3.2,3.2,3.1,2.9,2.8,2.5,2.5,2.6,4.1,4.1,2.9,3.0,1.8,1.9,3.1,3.1,4.2,4.4,4.2,4.1,3.2,3.0,2.5,3.0,1.6,1.8,2.8,2.6,3.6,3.4
125,3,3,具体-抽象,具体-抽象,空间,空间,品质,事件,3,3,实例,实例,无,无,核心,边缘,中间,中间,阶段2,阶段2,方位隐喻,方位隐喻,8,8,成为,像,名词性,名词性,无,无,无,无,新闻,文学,4.1,4.0,2.2,1.8,4.1,3.9,2.3,2.1,3.1,3.1,2.4,2.6,1.6,1.6,3.1,3.3,3.8,3.9,2.8,2.7,3.4,3.4,4.2,4.0,3.7,4.1,3.9,3.7,1.8,2.3,3.4,3.2
126,9,9,具体-具体,具体-具体,心理,心理,抽象概念,抽象概念,22,22,实例,实例,有,有,桥接,桥接,核心,边缘,阶段2,阶段2,本体隐喻,本体隐喻,3,1,变成,变成,介词短语,介词短语,无,无,无,无,学术,学术,3.3,3.4,3.9,3.8,2.3,2.3,3.0,3.3,4.2,3.8,4.2,4.4,2.3,2.4,3.4,3.1,1.9,1.8,2.0,1.9,3.3,3.4,3.2,3.3,3.6,3.5,2.4,2.5,3.1,3.3,1.6,1.7
127,8,8,具体-抽象,具体-抽象,社会,社会,状态,状态,12,12,实例,实例,无,无,边缘,边缘,中间,中间,阶段1,阶段1,方位隐喻,方位隐喻,9,2,成为,是,名词性,名词性,无,无,有,无,文学,文学,1.4,1.6,2.5,2.6,3.6,3.8,2.3,2.3,3.4,3.4,4.3,4.4,1.4,1.6,3.5,3.5,3.2,3.1,2.6,2.7,2.5,2.5,3.8,4.0,4.4,4.2,1.4,1.6,3.6,3.7,4.0,4.0
128,10,10,具体-具体,具体-具体,空间,空间,品质,品质,17,17,隐喻扩展,隐喻扩展,无,无,边缘,边缘,中间,中间,阶段3,阶段4,结构隐喻,结构隐喻,2,2,是,是,名词性,动词性,无,无,无,无,新闻,新闻,3.6,3.7,3.6,3.7,4.3,4.2,2.0,1.9,4.3,4.4,2.9,2.8,2.2,2.2,1.9,2.0,1.8,1.5,4.0,4.0,4.2,4.0,2.9,2.7,2.2,2.4,4.0,3.7,2.4,2.3,2.9,2.8
129,10,10,抽象-抽象,抽象-抽象,自然,自然,事件,事件,15,15,子部分,子部分,无,无,边缘,边缘,边缘,边缘,阶段4,阶段4,结构隐喻,结构隐喻,9,9,成为,成为,介词短语,介词短语,有,有,无,无,对话,对话,2.0,2.1,4.0,3.7,3.3,3.1,3.8,3.7,3.0,2.9,3.6,3.7,4.3,4.4,4.3,4.3,2.1,2.0,3.9,3.7,3.4,3.5,3.7,3.7,1.5,1.7,3.2,3.3,2.5,2.0,3.6,3.5
130,2,2,具体-抽象,具体-抽象,心理,心理,时间,时间,12,12,隐喻扩展,隐喻扩展,有,有,边缘,边缘,中间,中间,阶段1,阶段1,方位隐喻,结构隐喻,2,2,变成,变成,介词短语,介词短语,无,无,有,有,网络,网络,4.2,4.0,2.4,2.1,3.6,3.7,3.1,3.5,1.9,1.7,3.0,2.9,2.8,3.0,3.3,3.2,3.7,3.7,2.8,2.6,1.7,1.7,2.4,2.4,1.9,1.7,1.7,1.6,2.1,2.2,3.7,3.7
131,5,5,具体-抽象,具体-抽象,物体,物体,事件,事件,23,23,实例,子部分,有,有,边缘,边缘,中间,中间,阶段2,阶段2,本体隐喻,本体隐喻,8,8,成为,成为,动词性,动词性,无,无,有,有,文学,网络,2.8,3.0,3.0,3.2,2.1,2.0,2.4,2.0,2.6,2.8,4.1,4.2,4.4,4.3,3.0,2.5,2.4,2.4,2.9,2.8,2.9,2.6,4.1,3.8,3.0,3.4,1.9,2.4,1.5,1.8,2.9,2.9
132,1,1,具体-具体,具体-具体,自然,自然,状态,状态,19,19,多义,多义,有,有,核心,核心,边缘,边缘,阶段2,阶段2,结构隐喻,结构隐喻,5,5,成为,成为,介词短语,介词短语,有,有,有,无,对话,对话,2.4,2.6,1.9,2.2,2.5,2.9,3.5,3.3,2.0,2.0,4.1,4.3,4.1,3.9,3.5,3.3,2.5,2.4,3.3,3.2,1.7,2.0,3.8,3.9,2.3,2.1,2.6,2.4,4.1,4.1,3.7,3.9
133,3,3,抽象-抽象,具体-抽象,空间,空间,状态,状态,2,15,实例,实例,无,无,边缘,边缘,中间,中间,阶段4,阶段4,本体隐喻,方位隐喻,5,5,成为,成为,形容词性,形容词性,无,无,无,无,文学,文学,3.5,3.2,1.8,1.7,1.5,1.5,1.6,1.5,3.6,3.5,3.3,3.4,2.1,2.4,2.1,2.0,3.3,2.9,3.0,3.2,3.8,3.7,2.2,1.9,1.8,1.7,4.1,4.4,4.1,4.1,3.3,3.4
134,1,1,抽象-抽象,抽象-抽象,心理,心理,状态,关系,18,18,多义,多义,无,无,桥接,桥接,边缘,边缘,阶段4,阶段4,方位隐喻,方位隐喻,7,7,算,成为,形容词性,形容词性,有,有,无,无,新闻,新闻,1.8,2.1,1.6,1.5,1.9,1.8,4.3,4.6,2.9,2.8,3.1,3.1,4.2,4.3,2.8,2.9,2.6,2.9,2.3,2.2,2.0,2.2,4.3,4.1,4.2,4.0,2.6,2.9,1.9,2.0,3.8,3.9
135,9,9,抽象-抽象,抽象-抽象,社会,社会,社会角色,社会角色,8,8,多义,多义,有,有,边缘,边缘,核心,核心,阶段1,阶段1,结构隐喻,结构隐喻,1,1,变成,变成,名词性,名词性,有,有,无,无,新闻,新闻,3.1,3.0,4.2,4.5,2.4,2.4,2.2,2.1,1.6,1.7,2.5,2.7,2.4,2.2,3.4,3.8,3.8,4.0,3.6,3.6,1.3,1.7,1.8,1.8,4.1,4.2,3.7,3.3,4.0,4.0,3.4,3.5
136,11,11,具体-抽象,具体-抽象,感知,感知,情感,情感,9,9,子部分,隐喻扩展,有,有,核心,桥接,中间,中间,阶段3,阶段2,本体隐喻,方位隐喻,1,1,算,算,名词性,名词性,无,无,有,有,文学,文学,2.9,2.9,1.7,1.8,4.4,4.4,4.3,4.3,1.5,1.9,3.9,4.1,2.3,2.2,4.4,4.2,2.8,2.8,2.8,2.9,4.5,4.6,4.1,3.6,2.6,2.5,3.8,4.0,2.6,2.8,1.9,1.9
137,11,11,抽象-具体,抽象-具体,心理,心理,抽象概念,抽象概念,24,24,隐喻扩展,隐喻扩展,无,无,边缘,边缘,中间,中间,阶段2,阶段2,结构隐喻,结构隐喻,3,3,成为,成为,介词短语,介词短语,无,无,无,无,新闻,新闻,2.2,2.3,3.4,3.2,1.3,1.7,1.7,1.7,1.8,1.8,3.3,3.3,2.4,2.2,2.8,3.0,4.0,3.9,2.3,2.7,3.0,3.0,3.9,4.1,2.1,1.8,3.0,3.0,3.2,3.1,2.0,2.1
138,5,5,抽象-具体,抽象-具体,空间,空间,时间,时间,4,4,多义,隐喻扩展,无,有,核心,核心,核心,核心,阶段4,阶段2,本体隐喻,本体隐喻,7,7,像,像,动词性,动词性,无,无,有,有,学术,学术,3.7,3.7,1.7,1.6,3.0,2.8,3.6,3.3,3.4,3.7,1.5,1.8,2.8,3.0,3.6,3.5,1.6,1.6,2.2,2.4,1.7,1.4,3.9,4.1,2.1,2.4,1.9,1.9,3.1,3.2,2.9,2.7
139,6,6,抽象-抽象,抽象-抽象,运动,心理,品质,品质,9,9,子部分,子部分,无,无,边缘,边缘,核心,核心,阶段2,阶段2,结构隐喻,结构隐喻,1,1,为,为,介词短语,介词短语,无,无,有,有,网络,网络,2.6,2.4,3.7,3.9,3.7,3.9,2.0,2.0,2.0,2.2,3.4,3.3,1.8,1.7,3.0,2.9,4.0,3.8,4.3,4.3,3.0,2.7,2.1,2.1,3.4,3.8,4.3,4.3,3.6,3.7,2.7,2.5
140,8,8,具体-具体,具体-具体,自然,自然,抽象概念,抽象概念,2,2,多义,多义,有,有,桥接,桥接,核心,核心,阶段2,阶段2,本体隐喻,本体隐喻,1,8,成为,成为,名词性,名词性,无,无,有,有,对话,网络,4.1,4.1,2.9,2.8,3.1,3.0,4.7,4.3,3.7,3.7,2.2,2.1,4.3,4.0,3.3,3.1,1.7,1.7,2.4,2.5,2.4,2.4,1.8,1.8,3.6,3.5,2.7,2.8,3.3,3.0,2.6,2.5
141,3,4,具体-抽象,具体-抽象,运动,社会,社会角色,社会角色,9,9,隐喻扩展,隐喻扩展,有,有,核心,核心,中间,中间,阶段3,阶段3,本体隐喻,本体隐喻,6,6,为,为,名词性,形容词性,无,无,有,有,对话,对话,1.4,1.6,1.9,2.4,3.3,3.2,2.6,2.4,3.3,3.3,1.9,1.8,1.8,1.9,3.0,2.9,4.0,4.0,3.5,3.7,3.7,3.7,1.6,1.7,3.5,3.7,2.2,1.9,2.2,2.0,2.8,2.9
142,3,3,抽象-具体,抽象-抽象,物体,物体,品质,品质,12,12,隐喻扩展,隐喻扩展,有,有,边缘,边缘,核心,核心,阶段2,阶段2,本体隐喻,本体隐喻,6,6,像,像,介词短语,介词短语,无,无,有,有,新闻,新闻,3.9,3.9,3.4,3.4,3.9,4.1,1.5,1.6,3.1,3.4,4.3,4.2,2.9,2.8,3.5,3.7,4.4,4.4,2.5,2.4,1.4,1.7,1.4,1.5,4.0,4.2,3.8,3.7,2.5,2.7,3.1,3.1
143,4,4,抽象-具体,抽象-具体,自然,自然,抽象概念,抽象概念,6,6,隐喻扩展,隐喻扩展,有,有,核心,核心,核心,核心,阶段4,阶段2,结构隐喻,结构隐喻,5,5,为,为,形容词性,形容词性,有,有,有,有,对话,对话,2.8,3.0,2.4,2.7,3.1,3.4,1.3,1.3,2.1,2.2,4.2,4.5,1.8,2.1,3.4,3.6,3.8,4.1,2.2,2.4,1.7,1.8,3.3,2.8,4.2,4.2,4.0,4.2,2.6,2.6,4.1,4.2
144,1,1,抽象-抽象,抽象-抽象,物体,物体,关系,关系,1,1,多义,多义,无,无,核心,核心,边缘,核心,阶段2,阶段2,结构隐喻,结构隐喻,2,2,像,像,形容词性,名词性,有,无,有,有,学术,学术,2.7,2.5,1.9,2.1,3.6,3.8,4.1,4.2,3.9,4.4,3.6,3.6,3.5,3.4,1.5,1.5,4.1,4.3,2.8,2.9,2.7,2.6,2.0,2.0,4.5,4.6,3.6,3.9,4.2,4.2,2.3,2.4
145,10,3,具体-抽象,具体-抽象,感知,感知,状态,状态,19,3,子部分,子部分,无,无,桥接,桥接,边缘,边缘,阶段3,阶段3,本体隐喻,本体隐喻,6,6,成为,成为,形容词性,形容词性,无,无,无,无,文学,文学,4.4,4.2,3.8,3.9,1.8,1.7,1.8,1.6,3.0,3.1,3.1,3.3,2.8,2.9,1.8,1.8,2.9,3.0,4.4,4.4,2.6,2.9,3.8,4.2,2.5,2.8,2.7,2.7,1.7,1.4,1.8,1.4
146,12,12,抽象-具体,抽象-具体,空间,空间,抽象概念,抽象概念,24,24,隐喻扩展,隐喻扩展,无,无,核心,核心,边缘,边缘,阶段1,阶段1,方位隐喻,方位隐喻,2,2,算,算,介词短语,介词短语,无,无,有,有,文学,文学,2.1,1.9,2.8,2.5,3.6,3.9,4.0,3.7,2.6,2.7,2.8,2.9,1.8,1.4,3.7,3.8,4.6,4.4,4.1,3.9,3.0,2.9,2.0,1.8,4.4,4.1,4.3,4.4,3.9,4.1,2.6,2.5
147,9,9,抽象-具体,抽象-具体,人体,人体,情感,情感,22,22,多义,多义,有,无,核心,核心,边缘,边缘,阶段2,阶段2,本体隐喻,本体隐喻,2,2,为,为,名词性,名词性,无,无,有,有,网络,新闻,3.0,2.7,2.9,3.0,2.9,2.7,1.9,2.1,3.9,3.9,2.5,2.4,2.9,2.7,2.0,2.0,1.9,1.7,2.4,2.5,2.7,2.6,3.5,3.5,3.4,3.6,1.8,1.8,2.7,2.8,3.7,3.7
148,10,10,抽象-具体,抽象-具体,运动,运动,情感,情感,14,14,隐喻扩展,隐喻扩展,无,无,边缘,边缘,核心,核心,阶段4,阶段4,结构隐喻,结构隐喻,1,1,算,算,动词性,动词性,有,无,有,有,文学,对话,2.9,2.7,1.6,1.8,1.3,1.6,2.1,2.2,1.6,1.6,2.6,2.3,2.5,2.6,3.5,3.7,1.9,1.7,2.6,2.7,3.1,2.7,4.2,4.1,1.6,2.2,1.9,2.0,3.9,3.7,2.7,2.7
149,10,10,具体-抽象,具体-抽象,人体,人体,事件,事件,9,9,子部分,子部分,无,无,边缘,边缘,边缘,边缘,阶段1,阶段1,结构隐喻,结构隐喻,7,7,像,像,名词性,名词性,无,无,有,有,文学,文学,2.4,2.5,3.4,3.2,3.7,4.0,4.5,4.5,3.0,3.2,3.1,3.1,4.1,4.2,4.2,4.0,2.2,2.4,3.3,3.6,2.9,3.0,4.3,4.4,3.3,3.4,2.4,2.4,2.4,2.4,2.0,2.2
150,12,12,具体-抽象,具体-抽象,自然,自然,时间,时间,16,16,多义,多义,无,无,核心,桥接,中间,核心,阶段4,阶段4,结构隐喻,结构隐喻,3,3,是,是,介词短语,介词短语,有,有,有,有,文学,文学,1.6,2.0,3.0,2.8,4.4,4.3,3.4,3.4,3.8,3.7,2.5,2.4,3.1,3.3,4.3,4.4,3.1,3.1,3.0,2.8,4.1,4.4,4.1,4.0,2.7,2.5,2.0,2.1,1.7,1.8,2.8,2.9
151,6,6,具体-抽象,具体-抽象,社会,社会,状态,状态,23,23,实例,实例,有,有,边缘,边缘,边缘,边缘,阶段3,阶段3,结构隐喻,结构隐喻,4,4,像,像,名词性,名词性,有,有,有,有,新闻,新闻,4.1,4.1,3.7,3.6,3.3,3.4,2.0,1.9,4.0,3.9,2.1,2.1,3.8,3.7,3.9,3.8,2.1,2.1,4.0,4.2,3.1,2.9,2.0,2.1,1.7,2.0,3.0,2.6,4.2,3.9,3.5,3.5
152,1,1,抽象-具体,抽象-具体,感知,人体,事件,关系,18,18,实例,子部分,无,无,核心,核心,中间,中间,阶段2,阶段2,方位隐喻,方位隐喻,2,2,算,算,介词短语,介词短语,无,无,无,有,文学,文学,4.1,4.3,2.7,2.7,3.9,4.3,2.4,2.2,1.9,2.0,4.2,4.2,2.1,1.7,3.2,3.3,4.0,4.2,3.2,3.2,2.5,2.9,3.2,3.2,2.2,2.2,3.4,3.2,1.8,2.0,1.8,2.0
153,10,10,具体-具体,具体-具体,感知,感知,情感,情感,20,20,实例,实例,无,无,桥接,桥接,边缘,边缘,阶段3,阶段3,方位隐喻,方位隐喻,5,8,成为,成为,形容词性,形容词性,无,无,无,无,文学,文学,3.4,3.3,4.0,4.0,1.9,2.1,2.9,3.0,2.7,2.7,4.0,3.8,1.8,1.8,2.3,2.0,2.2,2.3,4.0,3.8,1.6,1.9,2.2,2.0,3.6,3.7,2.5,2.6,4.0,4.3,3.8,3.8
154,11,11,具体-抽象,具体-抽象,自然,自然,状态,状态,5,5,子部分,实例,无,无,边缘,边缘,核心,核心,阶段2,阶段2,本体隐喻,本体隐喻,8,8,为,变成,介词短语,介词短语,无,无,无,无,学术,学术,2.3,2.7,2.7,2.4,3.4,3.5,4.1,4.0,2.5,2.5,3.4,3.2,1.8,1.9,1.6,2.1,4.4,4.2,2.3,2.4,2.0,1.8,3.3,3.5,2.4,2.7,1.6,1.6,3.1,3.0,1.8,1.8
155,10,10,具体-具体,具体-具体,自然,自然,状态,状态,5,5,子部分,子部分,无,无,核心,核心,中间,中间,阶段1,阶段2,方位隐喻,方位隐喻,3,3,成为,成为,名词性,名词性,有,有,有,有,网络,网络,3.1,3.5,3.6,3.7,2.8,3.0,3.3,3.7,4.6,4.7,2.7,2.9,4.4,4.8,4.0,4.2,2.2,2.2,3.8,3.6,3.8,3.8,2.1,2.4,3.6,3.6,3.3,3.0,3.7,3.7,4.4,4.3
156,2,2,具体-具体,具体-具体,心理,物体,抽象概念,抽象概念,14,14,实例,实例,有,有,桥接,桥接,中间,中间,阶段1,阶段1,本体隐喻,本体隐喻,1,1,像,像,动词性,动词性,有,有,无,无,对话,对话,4.4,4.4,2.1,2.5,1.7,1.7,3.4,3.5,3.5,3.6,3.9,4.0,1.8,1.8,2.9,2.6,1.9,2.2,2.6,2.7,4.5,4.5,2.3,2.6,4.3,4.1,3.2,3.0,2.5,2.5,2.9,2.9
157,9,9,抽象-具体,抽象-具体,心理,心理,状态,状态,8,8,多义,多义,有,有,核心,核心,核心,核心,阶段3,阶段3,本体隐喻,本体隐喻,4,4,算,是,动词性,动词性,无,无,有,有,学术,学术,3.9,4.3,4.1,4.2,3.3,3.3,2.5,2.5,2.8,2.8,1.9,2.1,2.9,3.0,1.8,1.5,3.6,3.8,1.6,1.7,2.8,2.5,3.2,3.2,3.4,3.3,4.0,4.1,3.6,3.4,2.8,2.8
158,8,10,抽象-具体,抽象-具体,空间,空间,关系,关系,15,3,多义,多义,无,无,核心,核心,边缘,边缘,阶段3,阶段3,结构隐喻,结构隐喻,1,5,算,算,名词性,名词性,无,无,无,无,网络,网络,2.1,2.1,2.6,2.6,3.4,3.0,3.2,3.6,2.2,2.2,1.9,2.0,1.6,1.6,2.4,2.5,1.7,1.7,2.8,2.5,4.3,4.3,1.9,1.8,4.3,4.4,1.6,1.8,4.2,4.1,3.2,3.1
